Customer_ID,Age,Gender,Region,Employment_Status,Education_Level,Years_Driving,Car_Make,Car_Model,Manufacture_Year,Annual_Mileage,Number_of_Accidents,Number_of_Claims,Car_Value,Premium_Amount,Marital_Status,Has_AntiTheft_Device,Policy_Term,Credit_Score,Vehicle_Usage
8134,39,Female,Urban,Employed,Master's Degree,23,Ford,Fiesta,2018,13319,0,9,642924,75618,Divorced,1,6,733,Commute
8135,60,Male,Rural,Unemployed,Doctorate,42,Chevrolet,Equinox,2021,15554,0,6,1432782,89820,Widowed,1,6,652,Commute
8136,36,Female,Rural,Retired,Associate Degree,21,Nissan,Sentra,2010,29565,1,0,1063620,41256,Single,1,12,614,Pleasure
8137,25,Female,Suburban,Employed,Master's Degree,13,Honda,CR-V,1995,29367,0,3,246276,78588,Single,0,6,657,Pleasure
8138,69,Female,Urban,Retired,Master's Degree,21,Mercedes,GLC,2019,27909,0,3,765936,31140,Single,0,6,391,Commute
8139,25,Male,Suburban,Retired,Associate Degree,33,Ford,Focus,2022,27274,4,1,881910,61740,Widowed,0,12,661,Pleasure
8140,59,Male,Rural,Employed,Doctorate,35,Toyota,Camry,2005,23267,4,2,403542,60030,Divorced,1,6,682,Pleasure
8141,43,Male,Rural,Retired,High School,30,Mercedes,C-Class,2008,16738,2,1,556902,49842,Married,1,12,707,Business
8142,65,Female,Urban,Retired,Doctorate,20,Nissan,Rogue,1996,28793,4,5,1035108,61776,Married,1,12,748,Pleasure
8143,68,Male,Rural,Self-Employed,Associate Degree,58,BMW,3 Series,2018,29554,2,1,461376,9828,Married,1,12,521,Business
8144,43,Male,Rural,Self-Employed,High School,57,Toyota,Camry,2010,25082,0,6,189954,50850,Widowed,0,12,427,Commute
8145,40,Female,Urban,Unemployed,High School,4,Volkswagen,Jetta,1998,16415,4,5,243810,72576,Divorced,0,12,522,Commute
8146,60,Female,Suburban,Self-Employed,High School,18,Ford,Escape,2008,20778,3,9,717300,35892,Single,0,12,520,Pleasure
8147,30,Male,Urban,Employed,Doctorate,41,Chevrolet,Impala,2010,25449,5,1,1544580,67788,Divorced,1,6,584,Business
8148,45,Female,Rural,Retired,Associate Degree,52,Ford,Focus,2009,7558,5,2,744138,88740,Married,1,12,801,Pleasure
8149,26,Male,Urban,Unemployed,Doctorate,20,Kia,Sportage,1996,19807,1,7,977958,28800,Divorced,0,6,764,Pleasure
8150,37,Female,Suburban,Self-Employed,Doctorate,1,Volkswagen,Golf,2007,22144,4,0,954072,83106,Widowed,0,12,740,Business
8151,73,Female,Rural,Retired,Bachelor's Degree,52,Ford,Escape,2011,13893,1,8,1233468,57078,Widowed,1,12,636,Business
8152,36,Male,Suburban,Employed,Master's Degree,2,Chevrolet,Impala,2022,18790,5,1,563436,44334,Married,0,12,802,Commute
8153,65,Female,Suburban,Retired,Doctorate,46,Kia,Soul,2014,11647,4,7,1045134,47304,Divorced,0,12,534,Commute
8154,56,Female,Urban,Employed,Bachelor's Degree,50,Chevrolet,Equinox,2004,7303,5,7,340740,53856,Divorced,0,6,309,Pleasure
8155,68,Female,Suburban,Retired,Associate Degree,52,Nissan,Rogue,2009,16548,4,7,1336770,48888,Single,0,6,638,Business
8156,29,Male,Urban,Unemployed,Bachelor's Degree,56,Nissan,Altima,2011,18452,3,3,792522,46746,Widowed,0,6,477,Commute
8157,32,Female,Urban,Unemployed,Doctorate,29,Chevrolet,Equinox,2002,25110,0,1,1135134,40896,Single,1,12,486,Pleasure
8158,48,Female,Suburban,Self-Employed,Associate Degree,33,Volkswagen,Golf,1996,26336,2,1,1287252,76572,Divorced,0,12,404,Pleasure
8159,72,Male,Urban,Self-Employed,Bachelor's Degree,24,Volkswagen,Passat,2018,29719,4,6,1326348,26604,Divorced,1,12,652,Pleasure
8160,31,Male,Urban,Retired,Doctorate,34,Chevrolet,Equinox,2020,24123,4,0,1112328,77850,Single,1,6,574,Business
8161,28,Female,Suburban,Retired,Associate Degree,28,Nissan,Rogue,1995,16500,1,1,1284876,10620,Single,0,12,528,Commute
8162,43,Female,Rural,Self-Employed,Associate Degree,11,Chevrolet,Impala,2017,16681,0,2,216630,55206,Divorced,0,12,605,Commute
8163,59,Female,Urban,Self-Employed,Master's Degree,22,Honda,CR-V,2017,29780,4,6,113328,18522,Divorced,1,6,356,Business
8164,44,Male,Urban,Retired,Doctorate,27,BMW,5 Series,1999,10921,4,7,1076364,61650,Single,0,12,827,Commute
8165,28,Female,Suburban,Retired,Master's Degree,45,Hyundai,Tucson,1997,23558,2,3,93006,24498,Married,1,12,395,Commute
8166,55,Male,Urban,Retired,Associate Degree,16,Toyota,Corolla,2016,21298,5,3,518580,30168,Single,0,6,313,Commute
8167,51,Male,Suburban,Unemployed,Associate Degree,15,Nissan,Rogue,2005,12100,0,9,1189674,20520,Widowed,1,6,543,Business
8168,60,Female,Rural,Employed,Bachelor's Degree,48,Chevrolet,Impala,2010,12016,0,0,1175328,35730,Widowed,0,12,337,Commute
8169,36,Female,Rural,Employed,Master's Degree,55,Hyundai,Tucson,2015,12957,5,0,1195110,64062,Widowed,1,12,367,Business
8170,23,Male,Suburban,Self-Employed,High School,8,Volkswagen,Jetta,2003,17594,4,6,341064,88920,Married,1,6,539,Business
8171,63,Female,Rural,Unemployed,Doctorate,2,Chevrolet,Impala,1998,19595,0,8,804042,14742,Widowed,1,6,397,Pleasure
8172,69,Female,Suburban,Retired,Master's Degree,21,Kia,Sportage,2003,17028,0,1,876510,55206,Married,1,6,489,Commute
8173,55,Male,Urban,Retired,Associate Degree,30,Volkswagen,Golf,2008,7224,2,8,1344384,63054,Divorced,0,6,356,Business
8174,66,Female,Rural,Self-Employed,Bachelor's Degree,13,BMW,5 Series,2004,29302,3,6,705744,85356,Widowed,0,6,820,Business
8175,59,Male,Urban,Self-Employed,Doctorate,2,Chevrolet,Malibu,2016,8276,5,7,878238,28530,Married,0,12,531,Pleasure
8176,45,Female,Urban,Unemployed,Doctorate,37,Chevrolet,Malibu,2010,13391,5,4,1062360,89442,Divorced,1,6,821,Commute
8177,18,Male,Suburban,Employed,Bachelor's Degree,22,Honda,CR-V,2003,28720,2,0,674352,32976,Single,1,12,579,Commute
8178,52,Male,Rural,Employed,Associate Degree,20,BMW,3 Series,1997,21817,3,7,808740,24858,Divorced,0,6,621,Business
8179,57,Female,Rural,Retired,High School,50,BMW,5 Series,2022,19844,2,9,846828,47286,Divorced,1,12,794,Commute
8180,25,Male,Urban,Self-Employed,Bachelor's Degree,23,Nissan,Altima,1995,17048,5,2,306288,44496,Married,1,12,656,Commute
8181,76,Male,Urban,Unemployed,High School,31,Volkswagen,Jetta,2022,22671,5,4,256878,31698,Divorced,0,12,500,Commute
8182,69,Female,Suburban,Retired,Master's Degree,44,Mercedes,E-Class,2016,6884,4,6,213966,21276,Divorced,1,12,448,Business
8183,71,Female,Rural,Employed,Doctorate,4,BMW,X5,2014,25597,2,6,355518,62676,Married,1,12,642,Business
8184,64,Female,Suburban,Employed,Associate Degree,32,Ford,Escape,2005,9181,0,6,475020,87750,Single,1,12,322,Commute
8185,73,Male,Suburban,Unemployed,High School,43,BMW,3 Series,2020,9417,0,1,463446,31410,Single,1,12,301,Commute
8186,24,Male,Suburban,Retired,Associate Degree,46,Hyundai,Santa Fe,2014,11401,1,1,525618,13446,Single,1,12,755,Commute
8187,28,Male,Rural,Unemployed,Master's Degree,56,Chevrolet,Impala,2014,11160,4,2,326610,60264,Divorced,0,6,328,Business
8188,56,Female,Suburban,Retired,High School,18,Hyundai,Santa Fe,1995,15716,0,5,1493910,24354,Single,1,12,330,Pleasure
8189,78,Male,Rural,Employed,Associate Degree,33,Toyota,Camry,1999,23140,4,9,969462,63306,Single,0,6,308,Commute
8190,21,Male,Suburban,Self-Employed,Associate Degree,2,Mercedes,GLC,2003,26173,2,1,604278,37746,Widowed,1,12,707,Pleasure
8191,42,Female,Urban,Self-Employed,Master's Degree,38,Toyota,Camry,1997,10483,0,6,1016550,17316,Widowed,1,12,544,Commute
8192,29,Male,Suburban,Employed,Bachelor's Degree,27,Hyundai,Tucson,2006,20608,4,8,1314342,34074,Married,1,6,719,Commute
8193,43,Female,Suburban,Self-Employed,Master's Degree,10,Mercedes,E-Class,2012,20813,2,8,207630,89334,Single,0,6,422,Commute
8194,55,Female,Rural,Self-Employed,High School,59,Volkswagen,Passat,2022,11762,5,1,923940,45720,Widowed,0,6,793,Pleasure
8195,63,Female,Urban,Retired,High School,9,Toyota,Camry,1996,14139,3,7,921474,46098,Divorced,0,12,614,Business
8196,29,Male,Urban,Unemployed,Doctorate,39,Kia,Soul,2004,28652,1,7,1637856,19926,Divorced,0,12,535,Business
8197,60,Male,Rural,Retired,Associate Degree,1,BMW,3 Series,2001,16052,2,7,1420956,55530,Single,1,12,825,Business
8198,68,Male,Rural,Unemployed,High School,45,Hyundai,Tucson,2016,22152,5,1,758628,27504,Widowed,1,6,720,Pleasure
8199,70,Female,Urban,Unemployed,Bachelor's Degree,44,Toyota,RAV4,2012,24279,3,2,1127484,25956,Married,0,12,361,Business
8200,54,Female,Rural,Self-Employed,Bachelor's Degree,38,Nissan,Altima,2010,20154,4,3,1054980,55584,Single,1,6,441,Commute
8201,63,Female,Urban,Unemployed,Master's Degree,26,Nissan,Rogue,2007,21778,3,5,967104,65718,Married,0,6,551,Commute
8202,70,Male,Suburban,Unemployed,High School,52,Kia,Sportage,1995,22280,0,1,923346,45252,Single,0,12,492,Pleasure
8203,41,Male,Suburban,Employed,High School,8,Ford,Fiesta,2001,27860,5,4,104940,43326,Divorced,0,6,326,Business
8204,33,Male,Urban,Unemployed,Doctorate,38,Mercedes,E-Class,2005,20408,5,8,836118,35424,Divorced,1,12,739,Business
8205,74,Male,Urban,Employed,Doctorate,0,Volkswagen,Jetta,2000,13557,4,5,1486890,87030,Widowed,1,12,699,Pleasure
8206,30,Male,Suburban,Retired,Doctorate,32,BMW,X5,2015,9912,1,7,367776,72756,Widowed,1,6,319,Commute
8207,42,Female,Suburban,Self-Employed,High School,37,Mercedes,E-Class,1999,10801,1,1,1780560,31014,Single,0,6,398,Pleasure
8208,78,Male,Urban,Unemployed,Master's Degree,56,BMW,X5,2004,13795,4,3,91422,15930,Single,0,12,629,Commute
8209,71,Female,Rural,Employed,Master's Degree,32,Toyota,RAV4,1997,12088,0,5,1292400,71676,Married,1,6,498,Commute
8210,71,Female,Rural,Retired,Master's Degree,47,Ford,Focus,2021,12436,4,3,1162854,14328,Divorced,0,6,630,Commute
8211,74,Male,Urban,Retired,Master's Degree,2,Chevrolet,Equinox,2009,12005,4,8,465660,70902,Divorced,1,12,412,Commute
8212,69,Female,Rural,Retired,Bachelor's Degree,31,Hyundai,Santa Fe,2006,27755,5,1,1768680,54468,Single,0,12,361,Business
8213,71,Male,Suburban,Employed,High School,12,Volkswagen,Passat,1999,24597,4,6,1517004,48510,Married,0,12,394,Business
8214,21,Male,Suburban,Employed,Associate Degree,20,Kia,Forte,2008,9791,2,8,588276,57582,Divorced,1,12,363,Pleasure
8215,28,Female,Rural,Self-Employed,High School,3,Ford,Focus,2006,24670,1,1,1252332,89712,Single,0,12,412,Pleasure
8216,49,Male,Urban,Unemployed,Master's Degree,16,Volkswagen,Golf,2016,26549,1,5,676908,71964,Single,0,12,563,Business
8217,66,Male,Suburban,Retired,Bachelor's Degree,41,Toyota,RAV4,2005,25494,0,1,331290,45108,Widowed,0,6,766,Commute
8218,24,Female,Suburban,Self-Employed,Bachelor's Degree,3,Toyota,Camry,2017,29711,1,4,783540,17298,Married,0,12,622,Business
8219,63,Female,Suburban,Employed,High School,19,Honda,Accord,2017,6657,0,7,1026144,36360,Widowed,0,6,524,Pleasure
8220,75,Female,Rural,Self-Employed,Associate Degree,58,Kia,Sportage,2007,7743,5,2,1317348,48852,Single,1,12,512,Commute
8221,28,Female,Urban,Retired,Master's Degree,11,Honda,Accord,2004,10386,0,4,272574,73620,Divorced,0,6,494,Business
8222,45,Female,Rural,Retired,Bachelor's Degree,25,Chevrolet,Equinox,2004,20046,1,2,1563084,66474,Divorced,0,12,583,Business
8223,71,Female,Urban,Self-Employed,Master's Degree,44,Volkswagen,Passat,2018,8990,4,2,824850,60300,Divorced,1,12,384,Commute
8224,58,Male,Urban,Retired,Master's Degree,35,Nissan,Altima,2015,17972,4,0,125658,67986,Married,0,6,339,Commute
8225,40,Male,Rural,Employed,Master's Degree,15,Kia,Soul,2008,24866,2,1,1481742,23112,Married,0,12,410,Pleasure
8226,62,Male,Suburban,Retired,Doctorate,50,BMW,5 Series,2014,23206,0,6,1464750,41598,Single,1,12,587,Pleasure
8227,40,Female,Urban,Unemployed,Master's Degree,6,Ford,Fiesta,2010,15414,3,3,1434636,18810,Divorced,1,6,600,Pleasure
8228,67,Male,Rural,Unemployed,Master's Degree,32,Honda,CR-V,2006,17788,3,0,1120320,20466,Married,0,12,492,Commute
8229,45,Female,Suburban,Retired,Associate Degree,47,Volkswagen,Golf,2017,25327,5,3,1134180,69426,Married,1,12,457,Pleasure
8230,60,Male,Urban,Self-Employed,Associate Degree,1,Nissan,Altima,2012,22729,1,8,1693206,20250,Divorced,1,12,507,Business
8231,64,Female,Urban,Retired,Doctorate,32,Ford,Focus,2018,5875,1,7,435816,52992,Widowed,0,12,504,Pleasure
8232,74,Male,Suburban,Unemployed,Doctorate,13,Kia,Soul,1998,7415,3,5,1411686,81324,Married,1,12,680,Business
8233,43,Female,Urban,Employed,Master's Degree,19,BMW,5 Series,2004,20326,2,5,138456,25218,Single,1,6,612,Business
8234,42,Female,Rural,Unemployed,Bachelor's Degree,36,Hyundai,Santa Fe,1995,20932,5,1,734634,23814,Single,1,12,336,Commute
8235,71,Female,Urban,Retired,Bachelor's Degree,26,BMW,X5,2012,13967,0,4,833148,18072,Married,0,6,843,Business
8236,46,Female,Urban,Retired,High School,46,Chevrolet,Impala,2009,25288,0,8,1666962,29052,Single,1,6,539,Commute
8237,36,Male,Suburban,Self-Employed,Bachelor's Degree,41,Ford,Fiesta,2011,9504,5,7,826200,20448,Single,0,6,756,Commute
8238,50,Male,Rural,Retired,Bachelor's Degree,20,Chevrolet,Equinox,2015,18981,1,3,369270,28998,Married,0,6,753,Business
8239,53,Female,Suburban,Retired,Associate Degree,1,Ford,Fiesta,1995,5407,5,6,210456,15444,Married,0,6,606,Commute
8240,31,Female,Rural,Employed,High School,42,Ford,Fiesta,2021,25190,1,8,803592,69354,Divorced,0,12,489,Business
8241,31,Female,Suburban,Employed,High School,15,Ford,Focus,2008,29178,5,4,1071090,52362,Single,1,12,844,Business
8242,52,Male,Urban,Employed,Associate Degree,18,Ford,Fiesta,2006,11909,4,1,890136,24282,Single,0,6,812,Pleasure
8243,47,Female,Rural,Self-Employed,Bachelor's Degree,3,Nissan,Rogue,2019,21691,2,1,1354788,41382,Married,0,6,458,Business
8244,45,Female,Rural,Self-Employed,Bachelor's Degree,9,BMW,3 Series,2021,25542,0,7,116154,77724,Divorced,1,6,454,Business
8245,34,Male,Urban,Unemployed,High School,53,Kia,Soul,2005,15300,4,7,1206738,30330,Single,0,12,355,Commute
8246,20,Female,Suburban,Self-Employed,Bachelor's Degree,21,BMW,5 Series,2014,13268,3,7,277650,19188,Single,1,6,487,Commute
8247,33,Female,Rural,Employed,High School,11,Toyota,Camry,2020,17217,4,4,598356,74448,Married,0,12,453,Commute
8248,63,Male,Urban,Self-Employed,Bachelor's Degree,1,Nissan,Altima,2013,9046,5,1,1112940,14580,Divorced,0,12,716,Commute
8249,47,Female,Urban,Retired,Master's Degree,1,Chevrolet,Impala,2019,29351,3,9,249966,66492,Single,1,12,781,Commute
8250,69,Female,Rural,Self-Employed,Associate Degree,40,Volkswagen,Passat,1998,21748,3,7,769266,88722,Single,0,12,395,Business
8251,46,Male,Rural,Retired,Doctorate,43,Volkswagen,Jetta,2011,17936,0,3,669798,80190,Single,0,12,717,Pleasure
8252,62,Female,Rural,Unemployed,Master's Degree,33,Ford,Fiesta,2012,23343,4,8,1414188,70398,Widowed,0,12,722,Pleasure
8253,32,Male,Urban,Retired,Bachelor's Degree,17,Mercedes,GLC,1998,9135,0,9,1105722,83448,Widowed,0,12,438,Pleasure
8254,63,Female,Suburban,Employed,Doctorate,15,Honda,Accord,2021,19978,2,5,144396,26388,Widowed,0,6,753,Commute
8255,73,Female,Suburban,Unemployed,Master's Degree,18,Honda,CR-V,1995,19919,2,9,441774,40518,Single,0,12,373,Pleasure
8256,42,Female,Rural,Unemployed,Associate Degree,46,Kia,Sportage,2000,17613,2,6,1486746,84024,Widowed,1,12,834,Business
8257,68,Female,Urban,Unemployed,Doctorate,24,Volkswagen,Jetta,2001,24972,2,2,1583136,35460,Widowed,1,6,779,Commute
8258,55,Female,Urban,Employed,Doctorate,29,Nissan,Rogue,1995,13916,3,1,164880,70236,Divorced,0,6,686,Business
8259,59,Male,Rural,Retired,Associate Degree,47,Chevrolet,Impala,2000,24911,5,1,473346,40158,Married,0,6,598,Pleasure
8260,76,Female,Urban,Unemployed,Master's Degree,5,Kia,Sportage,1997,29789,2,2,656460,49806,Single,0,12,833,Business
8261,64,Female,Urban,Employed,Doctorate,26,Toyota,RAV4,2017,23390,0,6,1682316,12168,Divorced,0,12,388,Business
8262,70,Male,Urban,Unemployed,Associate Degree,14,Hyundai,Elantra,2010,13280,5,7,1742058,72828,Single,0,12,349,Commute
8263,71,Male,Rural,Unemployed,Master's Degree,30,Hyundai,Santa Fe,2021,6606,4,3,1061388,52326,Married,0,6,597,Commute
8264,69,Female,Rural,Employed,Bachelor's Degree,43,Ford,Focus,1996,27349,4,2,993060,31644,Widowed,0,12,547,Pleasure
8265,75,Male,Rural,Self-Employed,High School,21,Hyundai,Elantra,1996,25863,0,6,1685016,85230,Married,1,12,414,Pleasure
8266,55,Female,Suburban,Unemployed,Bachelor's Degree,11,Hyundai,Elantra,2005,22576,1,2,1680714,69408,Married,0,12,765,Business
8267,40,Male,Suburban,Self-Employed,Bachelor's Degree,9,Kia,Forte,2014,18113,1,7,958122,19818,Single,0,12,451,Business
8268,42,Male,Rural,Unemployed,High School,20,Mercedes,E-Class,2005,21336,1,3,1282950,65196,Married,0,12,556,Business
8269,59,Female,Urban,Self-Employed,Bachelor's Degree,46,Volkswagen,Jetta,2002,9530,1,7,1600506,32562,Divorced,1,12,523,Commute
8270,24,Male,Urban,Retired,Bachelor's Degree,54,Volkswagen,Golf,2013,12877,3,1,942066,88470,Divorced,1,6,695,Pleasure
8271,39,Female,Rural,Self-Employed,Associate Degree,58,Kia,Forte,2018,7655,3,7,1145916,85086,Single,1,6,319,Commute
8272,34,Male,Urban,Self-Employed,Associate Degree,30,Chevrolet,Equinox,2017,5318,4,7,1183158,19782,Married,0,6,403,Business
8273,35,Male,Urban,Self-Employed,Master's Degree,35,Nissan,Sentra,2015,19354,4,9,1537632,64224,Single,1,12,400,Pleasure
8274,66,Male,Suburban,Self-Employed,Doctorate,9,Honda,Accord,2009,20002,3,2,155358,49446,Single,1,6,332,Commute
8275,58,Female,Urban,Retired,Master's Degree,57,Toyota,Corolla,2022,8165,3,1,1561338,19908,Single,1,12,469,Pleasure
8276,27,Female,Urban,Employed,Associate Degree,18,Hyundai,Elantra,2014,12537,4,6,721314,72288,Single,0,6,759,Commute
8277,27,Male,Rural,Self-Employed,Associate Degree,22,Chevrolet,Malibu,2008,10172,0,8,396846,21114,Divorced,1,12,516,Pleasure
8278,74,Female,Suburban,Employed,High School,45,Honda,Civic,2020,26344,3,9,550962,41832,Single,1,6,801,Commute
8279,24,Female,Suburban,Unemployed,High School,9,Chevrolet,Malibu,2020,16236,0,0,355698,78822,Single,0,6,698,Pleasure
8280,65,Female,Urban,Employed,Associate Degree,48,Mercedes,E-Class,2012,6546,2,4,926442,47160,Single,0,12,477,Pleasure
8281,78,Male,Rural,Self-Employed,Bachelor's Degree,53,Volkswagen,Golf,2019,17392,0,2,1087668,24318,Widowed,0,12,706,Pleasure
8282,67,Female,Suburban,Employed,Master's Degree,60,Toyota,RAV4,2014,29073,0,8,1051866,23526,Widowed,1,6,427,Pleasure
8283,55,Male,Suburban,Retired,Associate Degree,58,Volkswagen,Golf,1999,9828,3,7,1719522,25956,Widowed,1,6,491,Business
8284,44,Male,Urban,Retired,Associate Degree,26,Hyundai,Elantra,1996,5987,2,8,1600722,76626,Married,1,6,460,Business
8285,69,Male,Suburban,Self-Employed,High School,42,Volkswagen,Golf,1996,17929,1,8,1089882,38556,Widowed,1,12,409,Business
8286,50,Male,Rural,Employed,Master's Degree,49,Nissan,Sentra,1996,29999,0,9,1524402,83088,Divorced,1,12,332,Commute
8287,18,Male,Rural,Unemployed,Master's Degree,1,Chevrolet,Equinox,2020,28798,2,2,1724202,74250,Single,0,12,339,Commute
8288,61,Female,Suburban,Retired,Doctorate,10,Kia,Forte,1996,11289,2,6,1618506,84780,Single,0,12,448,Pleasure
8289,70,Female,Rural,Self-Employed,Associate Degree,7,Ford,Fiesta,2003,26585,3,4,248184,15660,Widowed,1,12,375,Pleasure
8290,77,Male,Rural,Retired,Doctorate,18,Volkswagen,Golf,2006,15753,2,5,642726,9288,Divorced,0,12,398,Business
8291,51,Female,Urban,Self-Employed,High School,56,Volkswagen,Passat,2015,27318,5,7,1454400,70236,Married,1,12,612,Business
8292,21,Female,Suburban,Employed,Doctorate,15,Kia,Forte,2021,18744,1,9,628002,73350,Married,1,12,385,Pleasure
8293,34,Female,Suburban,Employed,Bachelor's Degree,3,BMW,5 Series,2016,21758,3,7,823824,46602,Married,0,12,649,Commute
8294,21,Female,Urban,Employed,Associate Degree,13,Mercedes,C-Class,2014,18047,5,6,295830,13104,Single,1,12,378,Commute
8295,60,Female,Urban,Employed,Associate Degree,21,Ford,Fiesta,2012,18206,0,0,670194,59814,Single,0,12,459,Pleasure
8296,71,Female,Urban,Employed,Master's Degree,16,BMW,X5,1997,29622,3,0,195894,29790,Single,1,6,722,Pleasure
8297,43,Female,Urban,Self-Employed,Doctorate,42,Mercedes,C-Class,2013,5499,0,5,687510,17748,Widowed,0,12,588,Pleasure
8298,21,Male,Rural,Retired,Master's Degree,57,BMW,X5,2010,28034,3,8,1174446,56970,Single,0,6,340,Business
8299,18,Male,Rural,Unemployed,Doctorate,25,Honda,Civic,2005,29142,2,7,614322,11484,Divorced,1,6,794,Commute
8300,24,Male,Urban,Retired,Doctorate,34,Nissan,Altima,2021,26627,1,0,1237140,85392,Married,0,6,313,Business
8301,47,Female,Suburban,Employed,High School,35,Ford,Escape,2020,7392,3,7,615924,52830,Widowed,1,12,414,Business
8302,67,Female,Suburban,Retired,Doctorate,52,Toyota,Camry,2018,9524,5,4,752310,31716,Widowed,1,12,355,Business
8303,26,Male,Suburban,Retired,Master's Degree,44,Ford,Escape,2018,26934,4,1,1146762,32580,Married,1,12,310,Pleasure
8304,78,Female,Urban,Self-Employed,Doctorate,48,Honda,Accord,2009,10151,2,6,538938,44496,Married,1,6,317,Pleasure
8305,52,Female,Rural,Unemployed,Doctorate,29,Toyota,Corolla,2016,7033,3,1,1416546,13572,Divorced,0,12,479,Commute
8306,25,Male,Rural,Unemployed,Associate Degree,51,Kia,Forte,2005,9882,2,3,411966,61740,Divorced,0,12,775,Pleasure
8307,78,Male,Rural,Employed,Associate Degree,20,Toyota,Corolla,2004,8863,4,3,608670,47718,Married,1,12,663,Commute
8308,41,Male,Rural,Self-Employed,Associate Degree,19,BMW,3 Series,2021,24374,5,4,161388,83592,Married,1,12,513,Commute
8309,36,Female,Suburban,Self-Employed,Bachelor's Degree,41,Nissan,Rogue,2018,15857,2,5,1591578,51210,Married,1,6,303,Pleasure
8310,53,Female,Suburban,Self-Employed,Associate Degree,25,Kia,Forte,2013,20005,2,1,503460,51462,Divorced,0,12,589,Pleasure
8311,67,Female,Rural,Self-Employed,Bachelor's Degree,54,Kia,Sportage,2017,29821,3,7,673992,36018,Married,0,12,813,Business
8312,69,Male,Urban,Self-Employed,Bachelor's Degree,55,Nissan,Sentra,1999,8412,2,8,1393452,63198,Widowed,1,12,557,Business
8313,76,Male,Rural,Unemployed,Master's Degree,11,Mercedes,GLC,2008,14876,5,2,100440,36414,Married,0,12,829,Commute
